D00733:158:CA67GANXX:1:2114:20461:44032	chr10	13111	1	75	12779	13273	chr10	122904	0	75	122901	123368
D00733:158:CA67GANXX:1:2209:14776:38366	chr10	13111	1	75	12779	13273	chr10	122904	0	75	122901	123368
D00733:158:CA67GANXX:1:2213:16581:20911	chr10	13114	1	75	12779	13273	chr10	2306447	1	66	2306398	2306509
D00733:158:CA67GANXX:1:1205:20457:57279	chr10	13123	1	75	12779	13273	chr10	89465808	0	75	89465630	89465971
D00733:158:CA67GANXX:1:2304:14456:31491	chr10	13124	1	75	12779	13273	chr10	14427861	0	75	14427743	14428313
D00733:158:CA67GANXX:1:2203:14187:49834	chr10	13135	1	75	12779	13273	chr10	86486863	1	48	86486169	86486907
D00733:158:CA67GANXX:1:2103:7500:8826	chr10	13158	1	75	12779	13273	chr10	250770	1	47	250276	250813
D00733:158:CA67GANXX:1:2213:7792:37921	chr10	13169	1	75	12779	13273	chr10	856836	0	75	856699	857406
D00733:158:CA67GANXX:1:2101:12573:28060	chr10	13172	1	75	12779	13273	chr10	469805	0	22	469783	469949
D00733:158:CA67GANXX:1:2205:16135:14443	chr10	13332	1	75	13273	13523	chr10	13422	0	75	13273	13523
D00733:158:CA67GANXX:1:2205:18999:23297	chr10	13332	1	75	13273	13523	chr10	13422	0	75	13273	13523
D00733:158:CA67GANXX:1:2216:4399:16404	chr10	13332	1	75	13273	13523	chr10	13422	0	75	13273	13523
D00733:158:CA67GANXX:1:1115:8622:60575	chr10	13343	1	75	13273	13523	chr10	33485408	0	75	33485318	33485943
D00733:158:CA67GANXX:1:2205:3778:3819	chr10	13363	1	75	13273	13523	chr10	13460	0	75	13273	13523
D00733:158:CA67GANXX:1:1314:10643:91520	chr10	13405	0	75	13273	13523	chr10	102492749	1	34	102492307	102492779
D00733:158:CA67GANXX:1:2214:16218:70637~2~	chr10	28440	1	28	28440	29324	chr10	28467	0	28	28440	29324
D00733:158:CA67GANXX:1:2111:20315:12866~2~	chr10	28440	1	25	28440	29324	chr10	28507	0	68	28440	29324
D00733:158:CA67GANXX:1:1314:9425:70090~2~	chr10	28440	1	60	28440	29324	chr10	28523	0	75	28440	29324
D00733:158:CA67GANXX:1:2311:9602:46809~2~	chr10	28440	1	41	28440	29324	chr10	43757766	0	27	43757740	43758029
D00733:158:CA67GANXX:1:2113:20013:38914	chr10	28467	0	28	28440	29324	chr10	746544	0	75	746357	747002
D00733:158:CA67GANXX:1:2215:20280:54089	chr10	28467	0	28	28440	29324	chr10	746544	0	75	746357	747002
D00733:158:CA67GANXX:1:2308:15096:13744	chr10	28467	0	28	28440	29324	chr10	746544	0	75	746357	747002
D00733:158:CA67GANXX:1:2112:10596:64383	chr10	28479	0	40	28440	29324	chr10	66821	1	67	66425	66884
D00733:158:CA67GANXX:1:1215:20684:58374#3/3	chr10	28485	0	46	28440	29324	chr10	961089	1	53	961019	961138
D00733:158:CA67GANXX:1:2215:6482:56058#3/3	chr10	28485	0	46	28440	29324	chr10	961089	1	53	961019	961138
D00733:158:CA67GANXX:1:1215:20684:58374#2/3	chr10	28485	0	46	28440	29324	chr10	961141	0	29	961138	961820
D00733:158:CA67GANXX:1:2215:6482:56058#2/3	chr10	28485	0	46	28440	29324	chr10	961141	0	29	961138	961820
D00733:158:CA67GANXX:1:1302:2913:17322#3/3	chr10	28492	0	53	28440	29324	chr10	65638407	1	75	65638373	65638525
D00733:158:CA67GANXX:1:1302:2913:17322#1/3	chr10	28492	0	53	28440	29324	chr10	65638693	0	22	65638690	65639364
D00733:158:CA67GANXX:1:2310:15513:79262	chr10	28497	0	54	28440	29324	chr10	71861	1	75	71861	72002
D00733:158:CA67GANXX:1:2313:9838:60262	chr10	28506	0	67	28440	29324	chr10	676027	1	75	675433	676066
D00733:158:CA67GANXX:1:2210:7184:69315	chr10	28507	0	68	28440	29324	chr10	6046547	1	75	6046328	6046764
D00733:158:CA67GANXX:1:2106:12397:24283	chr10	28511	0	68	28440	29324	chr10	20378276	1	75	20377381	20378389
D00733:158:CA67GANXX:1:2207:12045:28994	chr10	28514	0	75	28440	29324	chr10	78477	1	75	77652	78554
D00733:158:CA67GANXX:1:1314:16935:88058	chr10	28520	0	75	28440	29324	chr10	90968	1	59	90656	91027
D00733:158:CA67GANXX:1:2114:9228:61618	chr10	28520	0	75	28440	29324	chr10	90968	1	59	90656	91027
D00733:158:CA67GANXX:1:2216:5619:16778	chr10	31404	1	75	30671	31436	chr10	31519	0	75	31436	31612
D00733:158:CA67GANXX:1:1311:3683:88952	chr10	36258	0	75	36122	36511	chr10	11585590	1	27	11585324	11585613
D00733:158:CA67GANXX:1:1215:10096:23074	chr10	44348	1	64	44087	44569	chr10	44411	0	64	44087	44569
D00733:158:CA67GANXX:1:2106:11342:90254	chr10	44350	1	75	44087	44569	chr10	44438	0	75	44087	44569
D00733:158:CA67GANXX:1:2302:21030:12405	chr10	44369	1	70	44087	44569	chr10	44438	0	70	44087	44569
D00733:158:CA67GANXX:1:1209:18466:9200	chr10	44457	1	75	44087	44569	chr10	18109135	0	75	18109051	18109450
D00733:158:CA67GANXX:1:2204:15219:90363	chr10	44488	1	75	44087	44569	chr10	92611746	0	68	92611675	92611850
D00733:158:CA67GANXX:1:1102:14618:58626	chr10	44492	1	75	44087	44569	chr10	217964	0	45	217920	218826
D00733:158:CA67GANXX:1:2305:2458:78943	chr10	44492	1	75	44087	44569	chr10	217964	0	45	217920	218826
D00733:158:CA67GANXX:1:2308:7944:38514	chr10	44492	1	75	44087	44569	chr10	217964	0	45	217920	218826
D00733:158:CA67GANXX:1:1309:7897:49472	chr10	44516	1	75	44087	44569	chr10	3110213	1	53	3109931	3110262
D00733:158:CA67GANXX:1:2302:10375:52663	chr10	44516	1	75	44087	44569	chr10	3110213	1	53	3109931	3110262
D00733:158:CA67GANXX:1:1302:3056:15933	chr10	47301	1	75	44982	47903	chr10	47541	0	75	44982	47903
D00733:158:CA67GANXX:1:2215:8909:30291	chr10	47400	1	75	44982	47903	chr10	47579	0	75	44982	47903
D00733:158:CA67GANXX:1:1311:17775:69967	chr10	47734	1	75	44982	47903	chr10	47863	0	75	44982	47903
D00733:158:CA67GANXX:1:2111:10852:27259	chr10	47737	1	75	44982	47903	chr10	117160	1	25	116313	117181
D00733:158:CA67GANXX:1:2203:19501:4624	chr10	47756	1	75	44982	47903	chr10	47835	0	75	44982	47903
D00733:158:CA67GANXX:1:2210:4131:83041	chr10	47784	1	75	44982	47903	chr10	81549	0	75	81474	81784
D00733:158:CA67GANXX:1:2102:13742:55371	chr10	47787	1	75	44982	47903	chr10	1280460	1	75	1280145	1280538
D00733:158:CA67GANXX:1:2209:16632:49867	chr10	47792	1	75	44982	47903	chr10	15233593	1	75	15233354	15233680
D00733:158:CA67GANXX:1:1314:1985:37114~2~	chr10	47903	1	60	47903	47927	chr10	48001	0	75	47927	48690
D00733:158:CA67GANXX:1:1213:3819:56089~2~	chr10	47927	1	47	47927	48690	chr10	47984	0	58	47927	48690
D00733:158:CA67GANXX:1:1306:12553:48743~2~	chr10	47927	1	61	47927	48690	chr10	47993	0	67	47927	48690
D00733:158:CA67GANXX:1:1315:6746:40912~2~	chr10	47927	1	61	47927	48690	chr10	47993	0	67	47927	48690
D00733:158:CA67GANXX:1:2213:20023:71635~2~	chr10	47927	1	61	47927	48690	chr10	47993	0	75	47927	48690
D00733:158:CA67GANXX:1:1101:3954:22075#2/3	chr10	47947	0	21	47927	48690	chr10	92920370	1	41	92920129	92920407
D00733:158:CA67GANXX:1:1101:3954:22075#3/3	chr10	47947	0	21	47927	48690	chr10	92920410	0	41	92920407	92921043
D00733:158:CA67GANXX:1:1112:4476:88728	chr10	47963	0	37	47927	48690	chr10	252363	0	75	252250	252777
D00733:158:CA67GANXX:1:2306:19123:9383	chr10	47970	0	44	47927	48690	chr10	14663325	1	75	14663255	14663451
D00733:158:CA67GANXX:1:2105:19501:70179#2/3	chr10	47973	0	47	47927	48690	chr10	210117	1	75	209362	210243
D00733:158:CA67GANXX:1:2105:19501:70179#3/3	chr10	47973	0	47	47927	48690	chr10	210246	0	28	210243	210939
D00733:158:CA67GANXX:1:1110:1068:101109	chr10	47979	0	53	47927	48690	chr10	64842	1	75	64062	64913
D00733:158:CA67GANXX:1:1310:14906:60117	chr10	47985	0	75	47927	48690	chr10	1231463	1	50	1231049	1231509
D00733:158:CA67GANXX:1:2109:4635:76987	chr10	47986	0	60	47927	48690	chr10	414837	1	75	414573	414980
D00733:158:CA67GANXX:1:2102:7224:95699	chr10	47989	0	59	47927	48690	chr10	44838253	1	75	44838031	44838391
D00733:158:CA67GANXX:1:2105:5609:5966	chr10	47989	0	59	47927	48690	chr10	44838253	1	75	44838031	44838391
D00733:158:CA67GANXX:1:2201:2637:64998	chr10	47996	0	69	47927	48690	chr10	114024	0	75	113884	114058
D00733:158:CA67GANXX:1:1211:16115:91161	chr10	48001	0	75	47927	48690	chr10	363675	0	75	363607	364075
D00733:158:CA67GANXX:1:2302:3723:62372	chr10	48015	1	75	47927	48690	chr10	48130	0	75	47927	48690
D00733:158:CA67GANXX:1:2101:16029:67960	chr10	48054	1	73	47927	48690	chr10	48126	0	73	47927	48690
D00733:158:CA67GANXX:1:2301:12796:91449	chr10	48054	1	73	47927	48690	chr10	48126	0	73	47927	48690
D00733:158:CA67GANXX:1:1103:9455:24279	chr10	48082	0	75	47927	48690	chr10	1098306	0	75	1098219	1098391
D00733:158:CA67GANXX:1:2113:6920:29334	chr10	48363	1	75	47927	48690	chr10	48482	0	75	47927	48690
D00733:158:CA67GANXX:1:1206:14207:22993	chr10	48389	1	75	47927	48690	chr10	48937	0	40	48898	49191
D00733:158:CA67GANXX:1:2213:15918:33241	chr10	48539	1	75	47927	48690	chr10	14131483	1	75	14130690	14131623
D00733:158:CA67GANXX:1:1114:1484:14814	chr10	48576	1	75	47927	48690	chr10	29415463	0	75	29415388	29415588
D00733:158:CA67GANXX:1:2105:18498:18003	chr10	48576	1	75	47927	48690	chr10	29415463	0	75	29415388	29415588
D00733:158:CA67GANXX:1:2103:16436:29650	chr10	48587	1	75	47927	48690	chr10	73309	1	75	72509	73594
D00733:158:CA67GANXX:1:1215:9669:72015	chr10	48592	1	75	47927	48690	chr10	147724	0	75	147608	147806
D00733:158:CA67GANXX:1:1104:4721:22005	chr10	48594	1	75	47927	48690	chr10	105404	0	75	104973	106279
D00733:158:CA67GANXX:1:1316:8167:62672	chr10	48608	1	74	47927	48690	chr10	31914848	0	75	31914767	31915088
D00733:158:CA67GANXX:1:2207:14743:82820	chr10	48615	1	75	47927	48690	chr10	91322	1	75	91294	91430
D00733:158:CA67GANXX:1:2303:12741:46289	chr10	48758	1	75	48690	48898	chr10	48958	0	75	48898	49191
D00733:158:CA67GANXX:1:2202:6997:44557	chr10	48803	1	75	48690	48898	chr10	13759599	0	75	13759429	13759930
D00733:158:CA67GANXX:1:1201:8856:81882	chr10	48805	1	75	48690	48898	chr10	5967168	0	75	5967160	5967268
D00733:158:CA67GANXX:1:2302:8614:76839	chr10	48805	1	75	48690	48898	chr10	5967168	0	75	5967160	5967268
D00733:158:CA67GANXX:1:1205:3648:96133	chr10	48820	1	75	48690	48898	chr10	66821	1	67	66425	66884
D00733:158:CA67GANXX:1:2205:16341:59844	chr10	48820	1	75	48690	48898	chr10	66821	1	67	66425	66884
D00733:158:CA67GANXX:1:2212:6504:79866	chr10	48820	1	75	48690	48898	chr10	66821	1	75	66425	66884
D00733:158:CA67GANXX:1:1305:19448:10799~2~	chr10	48898	1	52	48898	49191	chr10	48957	0	60	48898	49191
D00733:158:CA67GANXX:1:1311:1621:11906#3/3	chr10	48931	0	34	48898	49191	chr10	14837027	1	75	14836708	14837176
D00733:158:CA67GANXX:1:2115:13465:32491#3/3	chr10	48931	0	34	48898	49191	chr10	14837027	1	75	14836708	14837176
D00733:158:CA67GANXX:1:1311:1621:11906#1/3	chr10	48931	0	34	48898	49191	chr10	14837179	0	41	14837176	14837695
D00733:158:CA67GANXX:1:2115:13465:32491#1/3	chr10	48931	0	34	48898	49191	chr10	14837179	0	41	14837176	14837695
D00733:158:CA67GANXX:1:2108:12836:31330	chr10	48934	0	37	48898	49191	chr10	51214	0	75	51122	51888
D00733:158:CA67GANXX:1:2114:5756:82907	chr10	48934	0	37	48898	49191	chr10	63448	1	75	63314	63560
D00733:158:CA67GANXX:1:2315:11116:37772	chr10	48934	0	37	48898	49191	chr10	63448	1	75	63314	63560
D00733:158:CA67GANXX:1:1308:6280:64526	chr10	48940	0	43	48898	49191	chr10	62602580	0	45	62602536	62602963
D00733:158:CA67GANXX:1:2310:13837:95127	chr10	48940	0	43	48898	49191	chr10	72600	0	75	72509	73594
D00733:158:CA67GANXX:1:2201:14957:10453	chr10	49021	0	75	48898	49191	chr10	93961872	1	75	93961447	93961938
D00733:158:CA67GANXX:1:2307:16582:96799	chr10	49068	1	75	48898	49191	chr10	49094	1	75	48898	49191
D00733:158:CA67GANXX:1:1102:12732:73672	chr10	49069	1	75	48898	49191	chr10	97048	1	53	96965	97097
D00733:158:CA67GANXX:1:2105:18055:91963	chr10	49069	1	75	48898	49191	chr10	97048	1	53	96965	97097
D00733:158:CA67GANXX:1:2112:16061:88299#1/3	chr10	49075	1	75	48898	49191	chr10	49215	0	43	49212	49227
D00733:158:CA67GANXX:1:1207:15081:98339	chr10	49087	1	75	48898	49191	chr10	4129039	1	75	4129005	4129208
D00733:158:CA67GANXX:1:2201:2809:73884#1/3	chr10	49132	1	63	48898	49191	chr10	249957	1	22	249267	249975
D00733:158:CA67GANXX:1:2201:2809:73884#3/3	chr10	49132	1	63	48898	49191	chr10	49194	0	53	49191	49212
D00733:158:CA67GANXX:1:1112:15295:86151	chr10	49137	1	54	48898	49191	chr10	49186	0	50	48898	49191
D00733:158:CA67GANXX:1:1311:6171:10489#3/3	chr10	49187	1	29	48898	49191	chr10	29160571	1	75	29160365	29160721
D00733:158:CA67GANXX:1:2211:1947:73944#3/3	chr10	49187	1	29	48898	49191	chr10	29160571	1	75	29160365	29160721
D00733:158:CA67GANXX:1:1311:6171:10489#1/3	chr10	49187	1	29	48898	49191	chr10	29160724	0	46	29160721	29161199
D00733:158:CA67GANXX:1:2211:1947:73944#1/3	chr10	49187	1	29	48898	49191	chr10	29160724	0	46	29160721	29161199
D00733:158:CA67GANXX:1:2201:2809:73884~2~#2/3	chr10	49194	0	53	49191	49212	chr10	249957	1	22	249267	249975
D00733:158:CA67GANXX:1:2214:10315:73841~2~	chr10	49212	1	31	49212	49227	chr10	49242	0	31	49227	49413
D00733:158:CA67GANXX:1:1105:8336:77182#1/3	chr10	49216	0	26	49212	49227	chr10	13989247	1	75	13988871	13989341
D00733:158:CA67GANXX:1:1105:8336:77182#3/3	chr10	49216	0	26	49212	49227	chr10	13989344	0	49	13989341	13989543
D00733:158:CA67GANXX:1:2305:7686:90744~2~#1/3	chr10	49227	1	21	49227	49413	chr10	199240	0	54	199187	199928
D00733:158:CA67GANXX:1:1211:16474:43878~2~	chr10	49227	1	40	49227	49413	chr10	49266	0	40	49227	49413
D00733:158:CA67GANXX:1:2305:7686:90744~2~#3/3	chr10	49227	1	21	49227	49413	chr10	49436	0	75	49413	49667
D00733:158:CA67GANXX:1:2108:14208:57116#3/3	chr10	49230	0	40	49227	49413	chr10	122599	0	35	122596	122609
D00733:158:CA67GANXX:1:2108:14208:57116#1/3	chr10	49230	0	40	49227	49413	chr10	127090	0	75	126996	127457
D00733:158:CA67GANXX:1:2102:12180:73539~2~	chr10	49232	1	51	49227	49413	chr10	49282	0	55	49227	49413
D00733:158:CA67GANXX:1:1306:2597:100602	chr10	49252	0	26	49227	49413	chr10	208236	0	75	208113	208299
D00733:158:CA67GANXX:1:2212:9209:20472	chr10	49252	0	26	49227	49413	chr10	208236	0	75	208113	208299
D00733:158:CA67GANXX:1:2305:8027:3030	chr10	49255	0	29	49227	49413	chr10	4709217	0	75	4709121	4709308
D00733:158:CA67GANXX:1:1201:7975:23683	chr10	49260	0	34	49227	49413	chr10	14179319	0	75	14179201	14179415
D00733:158:CA67GANXX:1:2215:13268:63164#1/3	chr10	49261	0	35	49227	49413	chr10	77185425	1	43	77185201	77185464
D00733:158:CA67GANXX:1:2215:13268:63164#3/3	chr10	49261	0	35	49227	49413	chr10	77185467	0	40	77185464	77185518
D00733:158:CA67GANXX:1:1204:3414:29484	chr10	49265	0	38	49227	49413	chr10	8359164	1	75	8358987	8359247
D00733:158:CA67GANXX:1:1111:4596:34698#3/3	chr10	49270	0	44	49227	49413	chr10	377004	1	75	375895	377208
D00733:158:CA67GANXX:1:1301:17988:25494	chr10	49270	0	44	49227	49413	chr10	377004	1	75	375895	377208
D00733:158:CA67GANXX:1:1111:4596:34698#1/3	chr10	49270	0	44	49227	49413	chr10	377211	0	31	377208	377639
D00733:158:CA67GANXX:1:2208:18130:48484	chr10	49272	0	42	49227	49413	chr10	144089	0	75	143955	144433
D00733:158:CA67GANXX:1:2104:2982:10387	chr10	49275	0	49	49227	49413	chr10	68454672	0	75	68454582	68455176
D00733:158:CA67GANXX:1:2315:12146:52213#1/3	chr10	49277	0	51	49227	49413	chr10	3325024	1	75	3324399	3325146
D00733:158:CA67GANXX:1:2315:12146:52213#3/3	chr10	49277	0	51	49227	49413	chr10	3325149	0	24	3325146	3325343
D00733:158:CA67GANXX:1:1203:15086:64369	chr10	49297	0	71	49227	49413	chr10	102564879	0	75	102564805	102565608
D00733:158:CA67GANXX:1:2102:15831:35828	chr10	49297	0	71	49227	49413	chr10	102564879	0	75	102564805	102565608
D00733:158:CA67GANXX:1:2314:19438:44505	chr10	49297	0	75	49227	49413	chr10	102564879	0	75	102564805	102565608
D00733:158:CA67GANXX:1:2104:6453:93696	chr10	49303	0	75	49227	49413	chr10	59623	0	75	59427	59938
D00733:158:CA67GANXX:1:2114:13856:37655	chr10	49303	0	75	49227	49413	chr10	59623	0	75	59427	59938
D00733:158:CA67GANXX:1:1101:2461:43850	chr10	49316	0	75	49227	49413	chr10	42474745	1	75	42473785	42474873
D00733:158:CA67GANXX:1:1201:11430:69578	chr10	49321	1	75	49227	49413	chr10	49439	0	75	49413	49667
D00733:158:CA67GANXX:1:2206:2291:58310	chr10	49321	1	75	49227	49413	chr10	49439	0	75	49413	49667
D00733:158:CA67GANXX:1:2101:14295:30440	chr10	49367	1	75	49227	49413	chr10	49566	0	75	49413	49667
D00733:158:CA67GANXX:1:1308:18231:5840	chr10	49405	0	75	49227	49413	chr10	122822	1	75	122782	122901
D00733:158:CA67GANXX:1:2205:19090:76766	chr10	49413	1	75	49413	49667	chr10	49565	0	75	49413	49667
D00733:158:CA67GANXX:1:2305:7686:90744#2/3	chr10	49436	0	75	49413	49667	chr10	199240	0	54	199187	199928
D00733:158:CA67GANXX:1:1205:19072:9232	chr10	49439	1	75	49413	49667	chr10	49637	0	75	49413	49667
D00733:158:CA67GANXX:1:2309:6007:17280	chr10	49439	1	75	49413	49667	chr10	49637	0	75	49413	49667
D00733:158:CA67GANXX:1:2115:9900:46440	chr10	49461	1	75	49413	49667	chr10	15706343	0	75	15706249	15706449
D00733:158:CA67GANXX:1:2306:13977:85441	chr10	49505	1	75	49413	49667	chr10	4464879	0	75	4464750	4465381
D00733:158:CA67GANXX:1:2310:11380:36143	chr10	49505	1	75	49413	49667	chr10	4464879	0	75	4464750	4465381
D00733:158:CA67GANXX:1:2302:14046:84475	chr10	49548	1	75	49413	49667	chr10	49654	1	75	49413	49667
D00733:158:CA67GANXX:1:1312:2651:59351	chr10	49576	1	75	49413	49667	chr10	82097	0	52	82046	82334
D00733:158:CA67GANXX:1:2310:6095:45977	chr10	49588	1	75	49413	49667	chr10	49670	0	75	49667	50013
D00733:158:CA67GANXX:1:1306:1138:5513	chr10	49593	1	75	49413	49667	chr10	768534	1	75	768239	768613
D00733:158:CA67GANXX:1:2305:3806:26191	chr10	49601	1	70	49413	49667	chr10	57561	1	75	57314	57697
D00733:158:CA67GANXX:1:1208:16747:98429~2~	chr10	49667	1	54	49667	50013	chr10	49723	0	57	49667	50013
D00733:158:CA67GANXX:1:2312:15010:54049~2~	chr10	49667	1	57	49667	50013	chr10	49838	0	75	49667	50013
D00733:158:CA67GANXX:1:2204:9094:84864	chr10	49670	1	75	49667	50013	chr10	49803	1	75	49667	50013
D00733:158:CA67GANXX:1:1208:16026:90947	chr10	49703	0	37	49667	50013	chr10	62018	0	75	61823	63298
D00733:158:CA67GANXX:1:1209:1648:35582	chr10	49703	0	37	49667	50013	chr10	62018	0	75	61823	63298
D00733:158:CA67GANXX:1:1209:17387:46178	chr10	49706	0	40	49667	50013	chr10	21354764	0	57	21354708	21355284
D00733:158:CA67GANXX:1:1102:6404:7081	chr10	49709	1	75	49667	50013	chr10	49828	0	75	49667	50013
D00733:158:CA67GANXX:1:1213:7786:48891	chr10	49709	1	75	49667	50013	chr10	49828	0	75	49667	50013
D00733:158:CA67GANXX:1:2310:9419:39245	chr10	49709	1	75	49667	50013	chr10	49828	0	75	49667	50013
D00733:158:CA67GANXX:1:2206:3510:72410	chr10	49732	1	41	49667	50013	chr10	49772	0	41	49667	50013
D00733:158:CA67GANXX:1:2104:12319:12520	chr10	49735	0	69	49667	50013	chr10	6207416	1	75	6207212	6207506
D00733:158:CA67GANXX:1:1311:17896:82795	chr10	49743	1	75	49667	50013	chr10	49859	0	75	49667	50013
D00733:158:CA67GANXX:1:1305:11041:68992	chr10	49746	0	75	49667	50013	chr10	43645234	0	31	43645204	43645533
D00733:158:CA67GANXX:1:2105:11904:65702	chr10	49748	0	75	49667	50013	chr10	70460	1	75	69688	70616
D00733:158:CA67GANXX:1:2203:1703:96857	chr10	49748	0	75	49667	50013	chr10	70460	1	75	69688	70616
D00733:158:CA67GANXX:1:1207:9886:94081	chr10	49762	0	75	49667	50013	chr10	3101428	0	56	3101373	3101472
D00733:158:CA67GANXX:1:1312:2409:90417	chr10	49776	1	75	49667	50013	chr10	49987	0	75	49667	50013
D00733:158:CA67GANXX:1:2212:18159:26807	chr10	49781	1	75	49667	50013	chr10	49981	0	75	49667	50013
D00733:158:CA67GANXX:1:2101:9500:75423	chr10	49791	1	75	49667	50013	chr10	49918	0	75	49667	50013
D00733:158:CA67GANXX:1:1213:21045:13784	chr10	49831	0	75	49667	50013	chr10	169489	1	75	169033	169622
D00733:158:CA67GANXX:1:1308:10599:53323	chr10	49831	0	75	49667	50013	chr10	169489	1	75	169033	169622
D00733:158:CA67GANXX:1:1106:15365:43777	chr10	49908	1	75	49667	50013	chr10	550691	0	75	550581	551492
D00733:158:CA67GANXX:1:2207:17473:46311#2/3	chr10	49912	1	75	49667	50013	chr10	229074	1	41	228316	229111
D00733:158:CA67GANXX:1:1309:7846:21405	chr10	49954	0	75	49667	50013	chr10	37324618	0	75	37324476	37324682
D00733:158:CA67GANXX:1:1205:5853:26600~2~	chr10	50013	1	57	50013	51122	chr10	50069	0	57	50013	51122
D00733:158:CA67GANXX:1:1305:8001:3896~2~	chr10	50013	1	57	50013	51122	chr10	50069	0	57	50013	51122
D00733:158:CA67GANXX:1:2310:2937:84260~2~	chr10	50013	1	56	50013	51122	chr10	50155	0	75	50013	51122
D00733:158:CA67GANXX:1:1201:8741:88422~2~	chr10	50013	1	39	50013	51122	chr10	50194	0	75	50013	51122
D00733:158:CA67GANXX:1:2305:10447:39514~2~	chr10	50013	1	39	50013	51122	chr10	50194	0	75	50013	51122
D00733:158:CA67GANXX:1:2312:1266:13307~2~	chr10	50013	1	39	50013	51122	chr10	50194	0	75	50013	51122
D00733:158:CA67GANXX:1:2315:6333:30873	chr10	50029	1	75	50013	51122	chr10	50134	0	75	50013	51122
D00733:158:CA67GANXX:1:1103:2518:76762#2/3	chr10	50041	0	29	50013	51122	chr10	14909480	1	75	14909301	14909573
D00733:158:CA67GANXX:1:1103:2518:76762#1/3	chr10	50041	0	29	50013	51122	chr10	14909576	0	46	14909573	14909582
D00733:158:CA67GANXX:1:1311:17735:41778	chr10	50045	0	33	50013	51122	chr10	70534	1	75	69688	70616
D00733:158:CA67GANXX:1:2304:10450:43800	chr10	50074	0	62	50013	51122	chr10	68993843	0	75	68993692	68994115
D00733:158:CA67GANXX:1:1207:11795:53556	chr10	50091	0	75	50013	51122	chr10	3986421	0	32	3986390	3987347
D00733:158:CA67GANXX:1:2209:19344:84892	chr10	50112	0	75	50013	51122	chr10	130869	1	29	130263	130894
D00733:158:CA67GANXX:1:1212:7782:10055	chr10	50116	0	75	50013	51122	chr10	34842542	0	75	34842539	34842878
D00733:158:CA67GANXX:1:2206:9471:49207	chr10	50179	0	75	50013	51122	chr10	76256	0	75	76171	76861
D00733:158:CA67GANXX:1:1308:13902:56056	chr10	50235	0	75	50013	51122	chr10	3031381	1	75	3031374	3031641
D00733:158:CA67GANXX:1:1112:19379:26655	chr10	50347	1	75	50013	51122	chr10	50446	0	75	50013	51122
